,Compound,Date,Negative,Neutral,Positive,Tweet,Tweets Ago,User
148,-0.4588,Wed Dec 13 15:08:06 +0000 2017,0.769,0.231,0.0,12-Year-Old’s Christmas List Demonstrates Heartbreaking Awareness Of Family’s Financial Predicament… https://t.co/20p8IhEKX5,49,@TheOnion
149,0.0,Wed Dec 13 14:44:00 +0000 2017,1.0,0.0,0.0,RT @TheOnion: Roy Moore Retires From Politics To Spend More Quality Time With Someone's Kid https://t.co/4wFS8Vn11u https://t.co/HrmZMAE1Nv,50,@TheOnion
150,0.0,Wed Dec 13 14:21:07 +0000 2017,1.0,0.0,0.0,Elderly Lobbyist Always Droning On About How Little Legislation Cost In His Day https://t.co/XLHUtSfwFc https://t.co/R3b9KnhTrZ,51,@TheOnion
151,-0.2023,Wed Dec 13 13:34:05 +0000 2017,0.847,0.153,0.0,Homeless Child Apparently Unaware He Lives In Nanny State https://t.co/SxQnxClSA9 https://t.co/7BNVIKfbNV,52,@TheOnion
152,-0.1513,Wed Dec 13 13:11:03 +0000 2017,0.815,0.185,0.0,"To see more unmatched reporting, visit https://t.co/csf5QUbhed. https://t.co/AFWB1uLegV",53,@TheOnion
153,-0.5106,Wed Dec 13 12:47:07 +0000 2017,0.809,0.191,0.0,Depressed Ralph Lauren Releases New Wrinkled Dress Shirt With Marinara Stain On It https://t.co/nu8pYqWY7C https://t.co/jxQWaIqHBg,54,@TheOnion
154,0.4404,Wed Dec 13 03:58:36 +0000 2017,0.756,0.0,0.244,Doug Jones Thanks Child Bride During Victory Speech https://t.co/HZpnfYxb5e https://t.co/njUgfMujpg,55,@TheOnion
155,0.0,Wed Dec 13 03:34:05 +0000 2017,1.0,0.0,0.0,Roy Moore Retires From Politics To Spend More Quality Time With Someone's Kid https://t.co/4wFS8Vn11u https://t.co/HrmZMAE1Nv,56,@TheOnion
156,0.0,Wed Dec 13 02:45:18 +0000 2017,1.0,0.0,0.0,RT @ClickHole: Maybe A Humble Mall Pedophile Taking On The Washington Establishment Is Exactly What This Country Needs (By Roy Moore) https…,57,@TheOnion
157,0.4019,Wed Dec 13 01:35:27 +0000 2017,0.821,0.0,0.179,Alabama Senate candidate and secret Democratic operative Roy Moore admitted that he wasn’t sure what else he could… https://t.co/VwDEdpNFJy,58,@TheOnion
158,0.4019,Wed Dec 13 00:17:01 +0000 2017,0.856,0.0,0.144,"""Anyone can see that these disgraceful and false allegations are clearly coming from total, utter women.""… https://t.co/Jf1vn7egge",59,@TheOnion
159,0.0,Wed Dec 13 00:00:08 +0000 2017,1.0,0.0,0.0,Eons Of Darwinian Evolution Somehow Produce Mitch https://t.co/kmsQUgmUrV https://t.co/P4bVRq4PQc,60,@TheOnion
160,-0.4472,Tue Dec 12 23:27:00 +0000 2017,0.803,0.197,0.0,RT @ClickHole: Stubborn Little Leisure Lords: 6 Tricks For Luring Your Hedonistic 7-Year-Old Out Of The Sauna https://t.co/FsKp2DwzPH https…,61,@TheOnion
161,0.0,Tue Dec 12 23:11:01 +0000 2017,1.0,0.0,0.0,National News Highlights https://t.co/xjhsiU9GCU,62,@TheOnion
162,0.6124,Tue Dec 12 22:55:07 +0000 2017,0.773,0.0,0.227,Baffled DNC Plant Roy Moore Not Sure What Else He Could Have Done To Defame Republican Party https://t.co/Y3icIkwugM https://t.co/QTVmxaVGP1,63,@TheOnion
163,0.0,Tue Dec 12 22:33:05 +0000 2017,1.0,0.0,0.0,North Korea Claims Kim Jong-Un Can Control The Weather https://t.co/96iVxOxPA3 #WhatDoYouThink? https://t.co/NsYdFu2FGL,64,@TheOnion
164,-0.4767,Tue Dec 12 22:00:07 +0000 2017,0.744,0.256,0.0,Mall Santa Crying Hysterically In Photo With Toddler https://t.co/0hkUZmDkhk https://t.co/h34Itvl9nW,65,@TheOnion
165,0.0,Tue Dec 12 21:43:05 +0000 2017,1.0,0.0,0.0,"""Sorry, but he doesn’t deserve to call himself an American if he won’t keep his hard-on going for the entire song."" https://t.co/DUsxhbTZAT",66,@TheOnion
166,0.6369,Tue Dec 12 21:27:02 +0000 2017,0.741,0.0,0.259,RT @thetakeout: We love our dogs. Should we cook for them? https://t.co/IYlrGKVwRJ https://t.co/5JphpSF3D5,67,@TheOnion
167,0.0,Tue Dec 12 20:54:04 +0000 2017,1.0,0.0,0.0,On This Day In History: Biden Donates Collection Of Classic Skin Mags To Those In Need During Holidays… https://t.co/saRsk4AgWz,68,@TheOnion
168,0.0,Tue Dec 12 20:21:07 +0000 2017,1.0,0.0,0.0,"Your Horoscopes — Week Of December 12, 2017 https://t.co/rcIgqwsHIU https://t.co/0Xc5LXa6sa",69,@TheOnion
169,-0.0772,Tue Dec 12 19:50:10 +0000 2017,0.944,0.056,0.0,"RT @PatriotHole: Sorry, Feminists, But If Discrimination Against Men Doesn’t Exist, Then How Come Eagles Keep Grabbing Me By My Penis And P…",70,@TheOnion
170,0.0,Tue Dec 12 19:19:07 +0000 2017,1.0,0.0,0.0,Trump Dismisses Accusers As Women https://t.co/sJUXKBy67u https://t.co/9JF4HS3OIM,71,@TheOnion
171,0.0,Tue Dec 12 18:48:07 +0000 2017,1.0,0.0,0.0,Unidentified Wooden Pole Leaning Against Garage Wall https://t.co/7WknHihge7 https://t.co/b7Xpa8SB4q,72,@TheOnion
172,0.1226,Tue Dec 12 18:17:05 +0000 2017,0.458,0.229,0.313,Report: More Elderly Improving Cognitive Function By Solving Murders https://t.co/vwy0xFJPwx https://t.co/0udta7oa7Y,73,@TheOnion
173,0.7003,Tue Dec 12 17:46:08 +0000 2017,0.784,0.0,0.216,RT @OnionStore: Buy an Onion shirt and treat your friends to a clothed upper-body for once. Use code HEY15HOLIDAY to get 15% off. https://t…,74,@TheOnion
174,-0.5719,Tue Dec 12 17:15:09 +0000 2017,0.734,0.266,0.0,"""I’ve no doubt the public’s perception of illusionists has changed since the election."" https://t.co/dF0l3rU4GG https://t.co/kHz51Kfvuu",75,@TheOnion
175,0.0,Tue Dec 12 16:44:06 +0000 2017,1.0,0.0,0.0,Unpatriotic Man Does Not Maintain Erection During National Anthem https://t.co/hc4PwhHeA2 https://t.co/zXqp7N3KuY,76,@TheOnion
176,0.0,Tue Dec 12 16:13:02 +0000 2017,1.0,0.0,0.0,Pope Francis Suggests Changing Words To 'Lord's Prayer' https://t.co/9YOI0sDWrG #WhatDoYouThink? https://t.co/czmCL2ZErN,77,@TheOnion
177,0.0,Tue Dec 12 15:42:03 +0000 2017,1.0,0.0,0.0,Man Can’t Wait To Find Out If Millennium Falcon Gets Out Of That Tunnel https://t.co/OdAGrS0grv https://t.co/gD8McWiovG,78,@TheOnion
178,0.0,Tue Dec 12 15:11:06 +0000 2017,1.0,0.0,0.0,Pope Rummaging Through Vatican Basement For Plastic Nativity Scene Figures https://t.co/16IGkXgfaW https://t.co/u3I8pp5LYr,79,@TheOnion
179,0.0,Tue Dec 12 14:48:35 +0000 2017,1.0,0.0,0.0,Today's Weather Report https://t.co/cFHwgRac2X,80,@TheOnion
180,0.4404,Tue Dec 12 14:24:05 +0000 2017,0.674,0.0,0.326,Local Manhattan Boy Makes Good https://t.co/COESrb5JEW https://t.co/9lOqIsVLoq,81,@TheOnion
181,0.0,Tue Dec 12 13:37:09 +0000 2017,1.0,0.0,0.0,Nation Comes To Halt To Watch Crane Move Massive Concrete Tube https://t.co/n9VetvKkK0 https://t.co/l7GkCpT2fb,82,@TheOnion
182,-0.1531,Tue Dec 12 12:50:07 +0000 2017,0.849,0.151,0.0,Consumer Entering That Awkward Age Between Target Demographics https://t.co/ekADkZolb5 https://t.co/r2JO7O7TpO,83,@TheOnion
183,0.0,Tue Dec 12 05:42:04 +0000 2017,1.0,0.0,0.0,National News Highlights https://t.co/ktkARZBLov,84,@TheOnion
184,0.3954,Tue Dec 12 04:45:06 +0000 2017,0.622,0.145,0.233,RT @PatriotHole: Our Brave Savior: Donald Trump Is Working TIRELESSLY To Return The Precious White Orbs Obama STOLE From The FURIOUS Dwarf…,85,@TheOnion
185,0.4754,Tue Dec 12 03:54:00 +0000 2017,0.815,0.0,0.185,"""Listen very carefully because we don’t have much time: Make sure you do everything that you’re already intending t… https://t.co/wm6NTJVXGO",86,@TheOnion
186,0.6908,Tue Dec 12 03:48:05 +0000 2017,0.382,0.159,0.459,Senior Getting Great Funeral Ideas From Friends https://t.co/35triMkkZw https://t.co/qAfbMZ7YPP,87,@TheOnion
187,0.0,Tue Dec 12 02:51:04 +0000 2017,1.0,0.0,0.0,Study Finds More Americans Waiting To Start Secret Second Families Until Later In Life https://t.co/fKWWi9Cisk https://t.co/CApQL9apxm,88,@TheOnion
188,-0.5423,Tue Dec 12 01:54:00 +0000 2017,0.601,0.275,0.124,RT @TheAVClub: The Big Good Sick Place: The A.V. Club editors' biggest Golden Globe snubs  https://t.co/MbcrfKyerS https://t.co/mZGaPaoKtc,89,@TheOnion
189,0.0,Tue Dec 12 01:26:03 +0000 2017,1.0,0.0,0.0,"For more exemplary journalism, visit https://t.co/csf5QUbhed. https://t.co/AjPpRaqVcm",90,@TheOnion
190,0.7269,Tue Dec 12 00:57:04 +0000 2017,0.697,0.0,0.303,Women In Hollywood Perfectly Okay They Not Represented Behind The Scenes Of ‘The Blacklist’ https://t.co/dzTD4SGsQd https://t.co/idyZfbZHwl,91,@TheOnion
191,-0.4588,Tue Dec 12 00:10:11 +0000 2017,0.786,0.214,0.0,Dunbar Family Forced To Discontinue Print Edition Of Christmas Newsletter https://t.co/8z6k3Whw1B https://t.co/IP0nmZvpI5,92,@TheOnion
192,-0.296,Mon Dec 11 23:46:00 +0000 2017,0.885,0.115,0.0,@YoureRightShow No one wants to live in a world where Sebastian Moore's scathing takedowns and eviscerations do not… https://t.co/xAFsOhJixi,93,@TheOnion
193,0.0516,Mon Dec 11 23:23:00 +0000 2017,0.732,0.13,0.138,RT @ClickHole: Justice: Crocs Has Sent Mario Batali A Pair Of Barbed Punishment Crocs In Light Of His Sexual Misconduct https://t.co/RiUPnS…,94,@TheOnion
194,0.0,Mon Dec 11 22:46:05 +0000 2017,1.0,0.0,0.0,Christmas By The Numbers https://t.co/EbEasRFNyL,95,@TheOnion
195,-0.5859,Mon Dec 11 22:09:08 +0000 2017,0.787,0.213,0.0,Sighing Trump Sexual Assault Accusers Announce They'll Try Coming Forward Again Next Week https://t.co/5LcBGpqGrZ https://t.co/Sx6mXSZhFR,96,@TheOnion
196,-0.1027,Mon Dec 11 21:40:12 +0000 2017,0.903,0.097,0.0,Time-Traveling Hillary Clinton Warns Self To Do Everything In Exact Same Way https://t.co/8YNSElBIY6 https://t.co/vfBrQNOAK9,97,@TheOnion
197,0.0,Mon Dec 11 21:11:45 +0000 2017,1.0,0.0,0.0,https://t.co/mwrJj63eUq Names 'Complicit' As Word Of The Year https://t.co/R0wdbCuaYS #WhatDoYouThink? https://t.co/5LZYkEGpHR,98,@TheOnion
198,0.0,Mon Dec 11 20:34:46 +0000 2017,1.0,0.0,0.0,Shaq Pulls Ernie Johnson Mask Off Skull-Faced Impostor https://t.co/dDon0urlzu https://t.co/JVkD4dsjnU,99,@TheOnion
199,0.0,Mon Dec 11 20:00:14 +0000 2017,1.0,0.0,0.0,Did You Know? https://t.co/1wI75xEAPH,100,@TheOnion
200,-0.128,Fri Dec 15 01:54:34 +0000 2017,0.93,0.07,0.0,The US government is cutting aid to some Somali military units amid allegations of misuse of funds and corruption b… https://t.co/ErTAoX3Wq1,1,@CNN
201,-0.5267,Fri Dec 15 01:51:58 +0000 2017,0.833,0.167,0.0,RT @AC360: Democrat Sen. Mark Warner: Every senior Trump intel official acknowledges the threat of Russian interference https://t.co/9sMUUf…,2,@CNN
202,0.4939,Fri Dec 15 01:51:20 +0000 2017,0.833,0.0,0.167,"Long waits for medical care, possible misuse of solitary confinement and inappropriate treatment of detainees were… https://t.co/TIQJ26b5dC",3,@CNN
203,0.25,Fri Dec 15 01:45:44 +0000 2017,0.905,0.0,0.095,US Sen. Lindsey Graham said in an interview that he believes there's a 30% chance President Trump will order a firs… https://t.co/GtTCK03uKE,4,@CNN
204,0.8472,Fri Dec 15 01:40:24 +0000 2017,0.662,0.0,0.338,RT @AC360: Keeping Them Honest: The meddling in the election isn't some conspiracy. All the intelligence agencies say it happened. A threat…,5,@CNN
205,0.4939,Fri Dec 15 01:33:02 +0000 2017,0.775,0.0,0.225,"""Child care deserts"" are leaving rural parents with few options https://t.co/Nu5jyNwqdm https://t.co/XMBarhSowz",6,@CNN
206,0.4497,Fri Dec 15 01:28:28 +0000 2017,0.871,0.0,0.129,"""2017 has been a turbulent and trying year for women,"" but there are reasons to be optimistic about 2018, writes Ma… https://t.co/85m3KyP112",7,@CNN
207,0.0,Fri Dec 15 01:20:33 +0000 2017,1.0,0.0,0.0,What key Republican senators are saying about voting for the GOP tax plan https://t.co/PieUkgST4L https://t.co/LVj9oy6GBz,8,@CNN
208,-0.6124,Fri Dec 15 01:19:09 +0000 2017,0.75,0.25,0.0,"An Ohio driver accused of plowing into a crowd protesting a white nationalist rally this summer in Charlottesville,… https://t.co/sX2znpkgTl",9,@CNN
209,-0.7288,Fri Dec 15 01:15:47 +0000 2017,0.598,0.309,0.094,"RT @AC360: ""Very troubling ... a very serious national security threat"" Democrat Sen. Mark Warner reacts to report President Trump does not…",10,@CNN
210,-0.4767,Fri Dec 15 01:06:09 +0000 2017,0.876,0.124,0.0,Democrats are crying foul at the GOP for planning to vote on the tax reform bill without waiting for Doug Jones to… https://t.co/GIcJ9tYqaY,11,@CNN
211,0.4939,Fri Dec 15 01:01:04 +0000 2017,0.862,0.0,0.138,"US President Trump spoke on the phone with his Russian counterpart Vladimir Putin, who earlier in the day praised p… https://t.co/KBhIVhsFEu",12,@CNN
212,-0.3182,Fri Dec 15 00:54:01 +0000 2017,0.839,0.161,0.0,"""Sunday Night Football"" takes a big hit as NFL ratings still struggle https://t.co/EJQAMu4ibm https://t.co/hyiAfNxk95",13,@CNN
213,0.273,Fri Dec 15 00:50:06 +0000 2017,0.821,0.069,0.11,"RT @OutFrontCNN: ""We can't make them...it's a free economy, and we're a democracy, but what we can do is give them the incentives to do the…",14,@CNN
214,0.0,Fri Dec 15 00:49:49 +0000 2017,1.0,0.0,0.0,A bill that could keep women from having abortions in Down syndrome cases is heading to Ohio Gov. John Kasich's des… https://t.co/GOfr0WlH5X,15,@CNN
215,0.4767,Fri Dec 15 00:43:59 +0000 2017,0.881,0.0,0.119,"RT @OutFrontCNN: ""He's trying one last time, I respect that. But...I don't think anyone thinks that Rubio is going to hold up this bill."" -…",16,@CNN
216,0.0,Fri Dec 15 00:42:49 +0000 2017,1.0,0.0,0.0,"Omarosa Manigault Newman, a senior staffer who recently departed the White House and the only African-American draw… https://t.co/vn2vLbqFEx",17,@CNN
217,0.0258,Fri Dec 15 00:33:46 +0000 2017,0.936,0.0,0.064,The White House says it's not aware of anything that could have prevented Sandy Hook https://t.co/jT9QAw9DBT https://t.co/Qc7tSStu6G,18,@CNN
218,0.0,Fri Dec 15 00:30:53 +0000 2017,1.0,0.0,0.0,How Mueller's path was muddied in two weeks https://t.co/yuOlODAWbm https://t.co/Pz8HsokAkI,19,@CNN
219,0.6369,Fri Dec 15 00:18:56 +0000 2017,0.743,0.0,0.257,"A White House senior adviser at the Department of Homeland Security has previously:

- Promoted birtherism
- Said O… https://t.co/hHOPKBpbpJ",20,@CNN
220,0.0,Fri Dec 15 00:10:11 +0000 2017,1.0,0.0,0.0,RT @CNNPolitics: Democratic Sen. Ron Wyden says President Trump is “clearly stonewalling” new Russia sanctions https://t.co/lttDuw7d7j,21,@CNN
221,0.0,Fri Dec 15 00:01:09 +0000 2017,1.0,0.0,0.0,Rep. Adam Schiff says he's concerned Republicans are working to end the Russia investigation https://t.co/QrYRvPeDtj https://t.co/wLTp2dKKBg,22,@CNN
222,-0.3182,Thu Dec 14 23:54:34 +0000 2017,0.892,0.108,0.0,Rep. Adam Schiff on off-site interviews: The critical point is none of this is necessary; these witnesses are willi… https://t.co/G8UFhyBu6a,23,@CNN
223,0.0,Thu Dec 14 23:53:03 +0000 2017,1.0,0.0,0.0,"Rep. Adam Schiff questions if Republicans are trying to shut down Russia probe, cites witness interviews being cond… https://t.co/yLR77GxOIA",24,@CNN
224,0.4767,Thu Dec 14 23:50:41 +0000 2017,0.853,0.0,0.147,The House Intelligence Committee plans to hold two off-site interviews in New York next week with high-profile witn… https://t.co/kdoGI4geXg,25,@CNN
225,-0.7717,Thu Dec 14 23:46:04 +0000 2017,0.705,0.295,0.0,21st Century Fox executive co-chairman Rupert Murdoch brushed off the sexual harassment scandals that have roiled F… https://t.co/i3a2ju584L,26,@CNN
226,-0.296,Thu Dec 14 23:41:43 +0000 2017,0.864,0.136,0.0,Trump literally cuts the red tape on regulations | Analysis by CNN's Brenna Williams https://t.co/XV4vmt4Qsc https://t.co/s4ABfVZz8t,27,@CNN
227,-0.5423,Thu Dec 14 23:14:20 +0000 2017,0.837,0.163,0.0,"35% of Interior Department employees say they were harassed in the past year, according to a newly released survey… https://t.co/SAdjQwcVtl",28,@CNN
228,0.0,Thu Dec 14 23:08:54 +0000 2017,1.0,0.0,0.0,A UN official who just returned from several days speaking with North Korean officials in Pyongyang has told CNN th… https://t.co/8lhAulj2JR,29,@CNN
229,0.0,Thu Dec 14 23:03:29 +0000 2017,1.0,0.0,0.0,Democrats are increasingly grappling with the likelihood that Congress could push a decision on DACA into January… https://t.co/BMyMxTuZcE,30,@CNN
230,0.0,Thu Dec 14 22:49:51 +0000 2017,1.0,0.0,0.0,"Sen. Ron Wyden: “If there’s any effort by the President to interfere with Bob Mueller’s work, I think that’s going… https://t.co/h2dx0yzBgM",31,@CNN
231,0.7351,Thu Dec 14 22:47:52 +0000 2017,0.772,0.0,0.228,"RT @TheLeadCNN: Speaker Paul Ryan has had soul searching conversations about his future with friends, some of his close friends tell CNN. T…",32,@CNN
232,0.4019,Thu Dec 14 22:47:14 +0000 2017,0.847,0.0,0.153,5 reasons why Paul Ryan should definitely quit in 2018 | Analysis by CNN's Chris Cillizza https://t.co/3Dj9tHiPlz https://t.co/1YP5m0o90c,33,@CNN
233,0.4939,Thu Dec 14 22:47:13 +0000 2017,0.819,0.0,0.181,"The vote to roll back #netneutrality rules was slammed by tech giants like Amazon, Facebook and Netflix.

It was ap… https://t.co/YPICOEoTzj",34,@CNN
234,-0.3089,Thu Dec 14 22:34:18 +0000 2017,0.911,0.089,0.0,RT @CNNSitRoom: Sen. Marco Rubio told congressional leadership that he will not support the latest version of the GOP tax bill if the legis…,35,@CNN
235,-0.3089,Thu Dec 14 22:31:19 +0000 2017,0.903,0.097,0.0,Republican Sen. Marco Rubio says he will not support the latest version of the GOP tax bill if the legislation does… https://t.co/bwHgKGKZVw,36,@CNN
236,-0.0516,Thu Dec 14 22:24:58 +0000 2017,0.865,0.072,0.062,"Refinery29 is laying off 34 employees, about 7% of its workforce, citing ""the challenges and tough decisions that c… https://t.co/2JFY2IIonJ",37,@CNN
237,-0.5994,Thu Dec 14 22:19:27 +0000 2017,0.694,0.233,0.073,"Cruise control designs could solve the vexing problem of phantom traffic jams, in which cars suddenly screech to a… https://t.co/xamVmmsaiW",38,@CNN
238,-0.8225,Thu Dec 14 22:13:51 +0000 2017,0.538,0.396,0.065,Amazon and Google are fighting an increasingly ugly battle that could drag their customers and their future busines… https://t.co/3mZBYrEl0v,39,@CNN
239,0.5859,Thu Dec 14 22:08:23 +0000 2017,0.725,0.0,0.275,"The outside money that fueled a Doug Jones win, visualized https://t.co/PRql6SRrBo https://t.co/r3P20R5p8w",40,@CNN
240,0.0,Thu Dec 14 22:00:49 +0000 2017,1.0,0.0,0.0,Climate change in the Northern Arctic is happening so quickly it's forcing NOAA and others to rewrite a data-correc… https://t.co/wd38WfXa4Q,41,@CNN
241,0.0772,Thu Dec 14 21:45:17 +0000 2017,0.92,0.0,0.08,1 number that suggests a MAJOR Democratic wave is coming in 2018 | Analysis by CNN's Chris Cillizza https://t.co/62IfplfkTg,42,@CNN
242,0.3412,Thu Dec 14 21:34:06 +0000 2017,0.789,0.0,0.211,"Disney doubles down on sports, despite ESPN woes https://t.co/WUWBwqSV7i https://t.co/DgDs8YpYq5",43,@CNN
243,-0.296,Thu Dec 14 21:29:00 +0000 2017,0.901,0.099,0.0,"Sources in the Senate tell CNN they have been worried about Sen. John McCain recently, describing him as looking in… https://t.co/SZ6KMhOqwW",44,@CNN
244,-0.6486,Thu Dec 14 21:27:08 +0000 2017,0.83,0.17,0.0,"RT @CNNnewsroom: As Republican state Rep. Dan Johnson is found dead of a single gunshot wound, Brendan McCarthy - of the Kentucky Center fo…",45,@CNN
245,0.0,Thu Dec 14 21:16:00 +0000 2017,1.0,0.0,0.0,"With a $4,999 starting price, Apple has released its most expensive computer yet. This iMac Pro could set you back… https://t.co/SZmbu1WMFx",46,@CNN
246,-0.4404,Thu Dec 14 20:58:12 +0000 2017,0.83,0.17,0.0,"Ady Barkan, who is battling ALS and confronted Sen. Jeff Flake while on a flight, says he's concerned about how the… https://t.co/zW9WgfHSkE",47,@CNN
247,0.5106,Thu Dec 14 20:46:41 +0000 2017,0.706,0.082,0.212,"""I was a healthy 33-year-old, and I'm not going to be a healthy 34-year-old"": Ady Barkan, who is battling ALS and c… https://t.co/wqKb25Pf6e",48,@CNN
248,-0.3612,Thu Dec 14 20:29:17 +0000 2017,0.889,0.111,0.0,"""The political upsets we've seen this year in New Jersey, Virginia and Alabama represent not so much a blue wave as… https://t.co/cY8pEuBDlu",49,@CNN
249,-0.4019,Thu Dec 14 20:07:56 +0000 2017,0.812,0.188,0.0,"President Trump cuts ribbon meant to symbolize ""red tape"" to show his administration’s goal of cutting regulations… https://t.co/0qp0yI9Ut3",50,@CNN
250,0.0,Thu Dec 14 20:00:01 +0000 2017,1.0,0.0,0.0,RT @CNNPolitics: President Trump shows off a chart of regulations on highway permits https://t.co/CfD0xBQJuC,51,@CNN
251,-0.2732,Thu Dec 14 19:56:58 +0000 2017,0.905,0.095,0.0,"“Let’s cut the red tape,” President Trump says before snipping a red ribbon between stacks of paper meant to show h… https://t.co/nfmWUzrdL4",52,@CNN
252,0.1531,Thu Dec 14 19:44:10 +0000 2017,0.922,0.0,0.078,"RT @CNNPolitics: President Trump: ""I am challenging my cabinet to find and remove every single outdated, unlawful and excessive regulation…",53,@CNN
253,0.0,Thu Dec 14 19:43:00 +0000 2017,1.0,0.0,0.0,"President Trump says his administration has achieved ""regulatory savings"" for the first time in decades: ""For every… https://t.co/3RLrU4CXmp",54,@CNN
254,0.5106,Thu Dec 14 19:39:08 +0000 2017,0.765,0.0,0.235,An accomplished British surgeon has admitted branding two of his patients' livers with his initials… https://t.co/vswR6HWWsi,55,@CNN
255,0.0,Thu Dec 14 19:34:44 +0000 2017,1.0,0.0,0.0,President Trump speaks at the White House as the GOP's tax bill nears final vote. Watch CNN: https://t.co/UYpqI3w42L https://t.co/OcwOF0aPUu,56,@CNN
256,-0.6705,Thu Dec 14 19:30:13 +0000 2017,0.816,0.184,0.0,"The 20 children and six adults killed five years ago at Sandy Hook Elementary School in Newtown, Connecticut will b… https://t.co/PxedfjAPEs",57,@CNN
257,0.0,Thu Dec 14 19:20:07 +0000 2017,1.0,0.0,0.0,"John McCain calls out Trump for his anti-media remarks, saying the President ""must understand his harmful rhetoric… https://t.co/xb95lkKb1s",58,@CNN
258,-0.7096,Thu Dec 14 19:09:05 +0000 2017,0.742,0.258,0.0,An American diplomat who resigned in disgust last week says she believes the Trump administration is putting Americ… https://t.co/OoWLjnB4SZ,59,@CNN
259,0.4767,Thu Dec 14 18:58:54 +0000 2017,0.86,0.0,0.14,"House Speaker Paul Ryan has had conversations about his future with friends, who say they believe it's possible he… https://t.co/llVDGpJ55u",60,@CNN
260,0.0,Thu Dec 14 18:40:11 +0000 2017,1.0,0.0,0.0,"For the first time, eight planets have been found orbiting a distant star, Kepler-90, 2,545 light-years from Earth,… https://t.co/l3L88kTmh9",61,@CNN
261,0.25,Thu Dec 14 18:32:31 +0000 2017,0.789,0.079,0.132,"Residents of Beattyville, Kentucky, voted overwhelmingly for Donald Trump a year ago because he promised them jobs… https://t.co/hqGPKsuNDh",62,@CNN
262,0.0,Thu Dec 14 18:25:39 +0000 2017,1.0,0.0,0.0,"RT @CNNnewsroom: ""Today's a big day for all of us as internet consumers,"" says @LaurieSegallCNN after FCC votes to repeal Obama-era net neu…",63,@CNN
263,0.4019,Thu Dec 14 18:19:15 +0000 2017,0.856,0.0,0.144,"JUST IN: The Republican-led Federal Communications Commission votes 3-2, along party lines, to repeal Obama-era net… https://t.co/dOkAKF75J3",64,@CNN
264,0.4767,Thu Dec 14 18:14:16 +0000 2017,0.845,0.04,0.114,"RT @cnni: ""We're sorry, but you don't have access to Web Video Service. Would you like to add it for $9.99 a month?"" Prepare for messages l…",65,@CNN
265,0.128,Thu Dec 14 18:10:10 +0000 2017,0.795,0.092,0.113,"Roy Moore continues to refuse to concede the Alabama special election, saying in a new video that his campaign is w… https://t.co/Amq0bfZ7PW",66,@CNN
266,0.34,Thu Dec 14 17:59:39 +0000 2017,0.902,0.0,0.098,"“On advice of security, we need to take a brief recess,” Chairman Ajit Pai said after he was handed a note at the F… https://t.co/kEdfp2qVMN",67,@CNN
267,0.6369,Thu Dec 14 17:50:07 +0000 2017,0.802,0.0,0.198,Do you have a question about #NetNeutrality? Ask it here and we'll do our best to answer: https://t.co/mcsgBKddN5… https://t.co/t41KNrgImx,68,@CNN
268,-0.5574,Thu Dec 14 17:40:05 +0000 2017,0.806,0.194,0.0,"A month after a New York woman died, someone used her identity to campaign against net neutrality… https://t.co/52UodOMZHI",69,@CNN
269,-0.7579,Thu Dec 14 17:30:13 +0000 2017,0.667,0.333,0.0,Two US F-22 stealth fighters fired warning flares during an intercept on Wednesday of Russian jets flying east of t… https://t.co/Mv0nNzhUrP,70,@CNN
270,0.0516,Thu Dec 14 17:20:12 +0000 2017,0.946,0.0,0.054,Former VP Joe Biden says he owes Anita Hill an apology for not doing more for her during confirmation hearings for… https://t.co/nkMVgT4K2P,71,@CNN
271,0.4019,Thu Dec 14 17:10:03 +0000 2017,0.828,0.0,0.172,"These smart, self-driving buses are being tested in China: https://t.co/xSDP2kh4OQ via CNN Tech https://t.co/ufuQhDNiOC",72,@CNN
272,-0.0018,Thu Dec 14 16:59:06 +0000 2017,0.644,0.203,0.153,"The AR-15: How an 'ugly,' unwanted weapon became the most popular rifle in America https://t.co/oA95wDRAk1 https://t.co/bOC5HGF3j9",73,@CNN
273,-0.2023,Thu Dec 14 16:48:57 +0000 2017,0.893,0.107,0.0,"The FCC is meeting to discuss a controversial plan to repeal Obama-era net neutrality protections.

Watch:… https://t.co/85vkvoQ1GC",74,@CNN
274,-0.5106,Thu Dec 14 16:45:14 +0000 2017,0.769,0.231,0.0,"Rick Santorum: President Trump's ""personal antics"" are damaging his agenda https://t.co/Ng9AtCufSg https://t.co/rtqy5Msw7S",75,@CNN
275,0.0,Thu Dec 14 16:31:09 +0000 2017,1.0,0.0,0.0,'The Simpsons' predicted Disney would buy Fox in an episode that aired way back in 1998 https://t.co/VbVDHI0tQq https://t.co/nlZkBfnhbd,76,@CNN
276,-0.2732,Thu Dec 14 16:20:07 +0000 2017,0.9,0.1,0.0,"Discount drugmaker Teva Pharmaceutical says it will slash 14,000 jobs around the world in an attempt to stabilize t… https://t.co/3ChgSvnvXX",77,@CNN
277,-0.6705,Thu Dec 14 16:08:51 +0000 2017,0.816,0.184,0.0,"The 20 children and six adults killed five years ago at Sandy Hook Elementary School in Newtown, Connecticut will b… https://t.co/b00R8LXzWG",78,@CNN
